,,,EV_01,AEL_01,PEMEL_01
period1,sc01,t4093, 10 ,,
period1,sc01,t4094, 10 ,,
period1,sc01,t4095, 10 ,,
period1,sc01,t4096, 10 ,,
period1,sc01,t4097, 10 ,,
period1,sc01,t4098, 25 ,,
period1,sc01,t4099, 10 ,,
period1,sc01,t4100, 10 ,,
period1,sc01,t4101, 10 ,,
period1,sc01,t4102, 10 ,,
period1,sc01,t4103, 10 ,,
period1,sc01,t4104, 10 ,,
period1,sc01,t4105, 10 ,,
period1,sc01,t4106, 10 ,,
period1,sc01,t4107, 10 ,,
period1,sc01,t4108, 10 ,,
period1,sc01,t4109, 10 ,,
period1,sc01,t4110, 10 ,,
period1,sc01,t4111, 10 ,,
period1,sc01,t4112, 10 ,,
period1,sc01,t4113, 10 ,,
period1,sc01,t4114, 10 ,,
period1,sc01,t4115, 10 ,,
period1,sc01,t4116, 10 ,,
period1,sc01,t4117, 10 ,,
period1,sc01,t4118, 10 ,,
period1,sc01,t4119, 10 ,,
period1,sc01,t4120, 10 ,,
period1,sc01,t4121, 10 ,,
period1,sc01,t4122, 10 ,,
period1,sc01,t4123, 10 ,,
period1,sc01,t4124, 10 ,,
period1,sc01,t4125, 10 ,,
period1,sc01,t4126, 10 ,,
period1,sc01,t4127, 10 ,,
period1,sc01,t4128, 10 ,,
period1,sc01,t4129, 10 ,,
period1,sc01,t4130, 10 ,,
period1,sc01,t4131, 10 ,,
period1,sc01,t4132, 10 ,,
period1,sc01,t4133, 10 ,,
period1,sc01,t4134, 10 ,,
period1,sc01,t4135, 10 ,,
period1,sc01,t4136, 10 ,,
period1,sc01,t4137, 10 ,,
period1,sc01,t4138, 10 ,,
period1,sc01,t4139, 10 ,,
period1,sc01,t4140, 10 ,,
period1,sc01,t4141, 10 ,,
period1,sc01,t4142, 10 ,,
period1,sc01,t4143, 10 ,,
period1,sc01,t4144, 10 ,,
period1,sc01,t4145, 10 ,,
period1,sc01,t4146, 10 ,,
period1,sc01,t4147, 10 ,,
period1,sc01,t4148, 10 ,,
period1,sc01,t4149, 10 ,,
period1,sc01,t4150, 10 ,,
period1,sc01,t4151, 10 ,,
period1,sc01,t4152, 10 ,,
period1,sc01,t4153, 10 ,,
period1,sc01,t4154, 10 ,,
period1,sc01,t4155, 10 ,,
period1,sc01,t4156, 10 ,,
period1,sc01,t4157, 10 ,,
period1,sc01,t4158, 10 ,,
period1,sc01,t4159, 30 ,,
period1,sc01,t4160, 10 ,,
period1,sc01,t4161, 10 ,,
period1,sc01,t4162, 10 ,,
period1,sc01,t4163, 10 ,,
period1,sc01,t4164, 10 ,,
period1,sc01,t4165, 10 ,,
period1,sc01,t4166, 10 ,,
period1,sc01,t4167, 10 ,,
period1,sc01,t4168, 10 ,,
period1,sc01,t4169, 10 ,,
period1,sc01,t4170, 25 ,,
period1,sc01,t4171, 10 ,,
period1,sc01,t4172, 10 ,,
period1,sc01,t4173, 10 ,,
period1,sc01,t4174, 10 ,,
period1,sc01,t4175, 10 ,,
period1,sc01,t4176, 10 ,,
period1,sc01,t4177, 10 ,,
period1,sc01,t4178, 10 ,,
period1,sc01,t4179, 10 ,,
period1,sc01,t4180, 10 ,,
period1,sc01,t4181, 10 ,,
period1,sc01,t4182, 10 ,,
period1,sc01,t4183, 35 ,,
period1,sc01,t4184, 10 ,,
period1,sc01,t4185, 10 ,,
period1,sc01,t4186, 10 ,,
period1,sc01,t4187, 10 ,,
period1,sc01,t4188, 10 ,,
period1,sc01,t4189, 10 ,,
period1,sc01,t4190, 10 ,,
period1,sc01,t4191, 10 ,,
period1,sc01,t4192, 10 ,,
period1,sc01,t4193, 10 ,,
period1,sc01,t4194, 25 ,,
period1,sc01,t4195, 10 ,,
period1,sc01,t4196, 10 ,,
period1,sc01,t4197, 10 ,,
period1,sc01,t4198, 10 ,,
period1,sc01,t4199, 10 ,,
period1,sc01,t4200, 10 ,,
period1,sc01,t4201, 10 ,,
period1,sc01,t4202, 10 ,,
period1,sc01,t4203, 10 ,,
period1,sc01,t4204, 10 ,,
period1,sc01,t4205, 10 ,,
period1,sc01,t4206, 10 ,,
period1,sc01,t4207, 35 ,,
period1,sc01,t4208, 10 ,,
period1,sc01,t4209, 10 ,,
period1,sc01,t4210, 10 ,,
period1,sc01,t4211, 10 ,,
period1,sc01,t4212, 10 ,,
period1,sc01,t4213, 10 ,,
period1,sc01,t4214, 10 ,,
period1,sc01,t4215, 10 ,,
period1,sc01,t4216, 25 ,,
period1,sc01,t4217, 10 ,,
period1,sc01,t4218, 10 ,,
period1,sc01,t4219, 10 ,,
period1,sc01,t4220, 10 ,,
period1,sc01,t4221, 10 ,,
period1,sc01,t4222, 10 ,,
period1,sc01,t4223, 10 ,,
period1,sc01,t4224, 10 ,,
period1,sc01,t4225, 10 ,,
period1,sc01,t4226, 10 ,,
period1,sc01,t4227, 10 ,,
period1,sc01,t4228, 10 ,,
period1,sc01,t4229, 10 ,,
period1,sc01,t4230, 10 ,,
period1,sc01,t4231, 30 ,,
period1,sc01,t4232, 10 ,,
period1,sc01,t4233, 10 ,,
period1,sc01,t4234, 10 ,,
period1,sc01,t4235, 10 ,,
period1,sc01,t4236, 10 ,,
period1,sc01,t4237, 10 ,,
period1,sc01,t4238, 10 ,,
period1,sc01,t4239, 10 ,,
period1,sc01,t4240, 10 ,,
period1,sc01,t4241, 10 ,,
period1,sc01,t4242, 10 ,,
period1,sc01,t4243, 10 ,,
period1,sc01,t4244, 25 ,,
period1,sc01,t4245, 10 ,,
period1,sc01,t4246, 10 ,,
period1,sc01,t4247, 10 ,,
period1,sc01,t4248, 10 ,,
period1,sc01,t4249, 10 ,,
period1,sc01,t4250, 10 ,,
period1,sc01,t4251, 10 ,,
period1,sc01,t4252, 10 ,,
period1,sc01,t4253, 10 ,,
period1,sc01,t4254, 10 ,,
period1,sc01,t4255, 40 ,,
period1,sc01,t4256, 10 ,,
period1,sc01,t4257, 10 ,,
period1,sc01,t4258, 10 ,,
period1,sc01,t4259, 10 ,,
period1,sc01,t4260, 10 ,,
period1,sc01,t4261, 10 ,,
period1,sc01,t4262, 10 ,,
period1,sc01,t4263, 10 ,,
period1,sc01,t4264, 10 ,,
period1,sc01,t4265, 10 ,,
period1,sc01,t4266, 25 ,,
period1,sc01,t4267, 10 ,,
period1,sc01,t4268, 10 ,,
period1,sc01,t4269, 10 ,,
period1,sc01,t4270, 10 ,,
period1,sc01,t4271, 10 ,,
period1,sc01,t4272, 10 ,,
period1,sc01,t4273, 10 ,,
period1,sc01,t4274, 10 ,,
period1,sc01,t4275, 10 ,,
period1,sc01,t4276, 10 ,,
period1,sc01,t4277, 10 ,,
period1,sc01,t4278, 10 ,,
period1,sc01,t4279, 10 ,,
period1,sc01,t4280, 35 ,,
period1,sc01,t4281, 10 ,,
period1,sc01,t4282, 10 ,,
period1,sc01,t4283, 10 ,,
period1,sc01,t4284, 10 ,,
period1,sc01,t4285, 10 ,,
period1,sc01,t4286, 10 ,,
period1,sc01,t4287, 10 ,,
period1,sc01,t4288, 10 ,,
period1,sc01,t4289, 10 ,,
period1,sc01,t4290, 10 ,,
period1,sc01,t4291, 10 ,,
period1,sc01,t4292, 10 ,,
period1,sc01,t4293, 10 ,,
period1,sc01,t4294, 10 ,,
period1,sc01,t4295, 10 ,,
period1,sc01,t4296, 10 ,,
period1,sc01,t4297, 25 ,,
period1,sc01,t4298, 10 ,,
period1,sc01,t4299, 10 ,,
period1,sc01,t4300, 10 ,,
period1,sc01,t4301, 10 ,,
period1,sc01,t4302, 10 ,,
period1,sc01,t4303, 10 ,,
period1,sc01,t4304, 10 ,,
period1,sc01,t4305, 10 ,,
period1,sc01,t4306, 10 ,,
period1,sc01,t4307, 10 ,,
period1,sc01,t4308, 10 ,,
period1,sc01,t4309, 10 ,,
period1,sc01,t4310, 10 ,,
period1,sc01,t4311, 10 ,,
period1,sc01,t4312, 10 ,,
period1,sc01,t4313, 10 ,,
period1,sc01,t4314, 10 ,,
period1,sc01,t4315, 10 ,,
period1,sc01,t4316, 10 ,,
period1,sc01,t4317, 10 ,,
period1,sc01,t4318, 10 ,,
period1,sc01,t4319, 10 ,,
period1,sc01,t4320, 10 ,,
period1,sc01,t4321, 10 ,,
period1,sc01,t4322, 10 ,,
period1,sc01,t4323, 10 ,,
period1,sc01,t4324, 10 ,,
period1,sc01,t4325, 10 ,,
period1,sc01,t4326, 10 ,,
period1,sc01,t4327, 35 ,,
period1,sc01,t4328, 10 ,,
period1,sc01,t4329, 10 ,,
period1,sc01,t4330, 10 ,,
period1,sc01,t4331, 10 ,,
period1,sc01,t4332, 10 ,,
period1,sc01,t4333, 10 ,,
period1,sc01,t4334, 10 ,,
period1,sc01,t4335, 10 ,,
period1,sc01,t4336, 10 ,,
period1,sc01,t4337, 10 ,,
period1,sc01,t4338, 10 ,,
period1,sc01,t4339, 10 ,,
period1,sc01,t4340, 25 ,,
period1,sc01,t4341, 10 ,,
period1,sc01,t4342, 10 ,,
period1,sc01,t4343, 10 ,,
period1,sc01,t4344, 10 ,,
period1,sc01,t4345, 10 ,,
period1,sc01,t4346, 10 ,,
period1,sc01,t4347, 10 ,,
period1,sc01,t4348, 10 ,,
period1,sc01,t4349, 10 ,,
period1,sc01,t4350, 10 ,,
period1,sc01,t4351, 10 ,,
period1,sc01,t4352, 35 ,,
period1,sc01,t4353, 10 ,,
period1,sc01,t4354, 10 ,,
period1,sc01,t4355, 10 ,,
period1,sc01,t4356, 10 ,,
period1,sc01,t4357, 10 ,,
period1,sc01,t4358, 10 ,,
period1,sc01,t4359, 10 ,,
period1,sc01,t4360, 10 ,,
period1,sc01,t4361, 10 ,,
period1,sc01,t4362, 25 ,,
period1,sc01,t4363, 10 ,,
period1,sc01,t4364, 10 ,,
period1,sc01,t4365, 10 ,,
period1,sc01,t4366, 10 ,,
period1,sc01,t4367, 10 ,,
period1,sc01,t4368, 10 ,,
period1,sc01,t4369, 10 ,,
period1,sc01,t4370, 10 ,,
period1,sc01,t4371, 10 ,,
period1,sc01,t4372, 10 ,,
period1,sc01,t4373, 10 ,,
period1,sc01,t4374, 10 ,,
period1,sc01,t4375, 10 ,,
period1,sc01,t4376, 30 ,,
period1,sc01,t4377, 10 ,,
period1,sc01,t4378, 10 ,,
period1,sc01,t4379, 10 ,,
period1,sc01,t4380, 10 ,,
period1,sc01,t4381, 10 ,,
period1,sc01,t4382, 10 ,,
period1,sc01,t4383, 10 ,,
period1,sc01,t4384, 10 ,,
period1,sc01,t4385, 10 ,,
period1,sc01,t4386, 25 ,,
period1,sc01,t4387, 10 ,,
period1,sc01,t4388, 10 ,,
period1,sc01,t4389, 10 ,,
period1,sc01,t4390, 10 ,,
period1,sc01,t4391, 10 ,,
period1,sc01,t4392, 10 ,,
period1,sc01,t4393, 10 ,,
period1,sc01,t4394, 10 ,,
period1,sc01,t4395, 10 ,,
period1,sc01,t4396, 10 ,,
period1,sc01,t4397, 10 ,,
period1,sc01,t4398, 10 ,,
period1,sc01,t4399, 10 ,,
period1,sc01,t4400, 10 ,,
period1,sc01,t4401, 10 ,,
period1,sc01,t4402, 35 ,,
period1,sc01,t4403, 10 ,,
period1,sc01,t4404, 10 ,,
period1,sc01,t4405, 10 ,,
period1,sc01,t4406, 10 ,,
period1,sc01,t4407, 10 ,,
period1,sc01,t4408, 10 ,,
period1,sc01,t4409, 10 ,,
period1,sc01,t4410, 10 ,,
period1,sc01,t4411, 25 ,,
period1,sc01,t4412, 10 ,,
period1,sc01,t4413, 10 ,,
period1,sc01,t4414, 10 ,,
period1,sc01,t4415, 10 ,,
period1,sc01,t4416, 10 ,,
period1,sc01,t4417, 10 ,,
period1,sc01,t4418, 10 ,,
period1,sc01,t4419, 10 ,,
period1,sc01,t4420, 10 ,,
period1,sc01,t4421, 10 ,,
period1,sc01,t4422, 10 ,,
period1,sc01,t4423, 10 ,,
period1,sc01,t4424, 10 ,,
period1,sc01,t4425, 10 ,,
period1,sc01,t4426, 40 ,,
period1,sc01,t4427, 10 ,,
period1,sc01,t4428, 10 ,,
period1,sc01,t4429, 10 ,,
period1,sc01,t4430, 10 ,,
period1,sc01,t4431, 10 ,,
period1,sc01,t4432, 10 ,,
period1,sc01,t4433, 10 ,,
period1,sc01,t4434, 25 ,,
period1,sc01,t4435, 10 ,,
period1,sc01,t4436, 10 ,,
period1,sc01,t4437, 10 ,,
period1,sc01,t4438, 10 ,,
period1,sc01,t4439, 10 ,,
period1,sc01,t4440, 10 ,,
period1,sc01,t4441, 10 ,,
period1,sc01,t4442, 10 ,,
period1,sc01,t4443, 10 ,,
period1,sc01,t4444, 10 ,,
period1,sc01,t4445, 10 ,,
period1,sc01,t4446, 10 ,,
period1,sc01,t4447, 10 ,,
period1,sc01,t4448, 10 ,,
period1,sc01,t4449, 10 ,,
period1,sc01,t4450, 10 ,,
period1,sc01,t4451, 10 ,,
period1,sc01,t4452, 10 ,,
period1,sc01,t4453, 10 ,,
period1,sc01,t4454, 10 ,,
period1,sc01,t4455, 10 ,,
period1,sc01,t4456, 10 ,,
period1,sc01,t4457, 10 ,,
period1,sc01,t4458, 10 ,,
period1,sc01,t4459, 10 ,,
period1,sc01,t4460, 10 ,,
period1,sc01,t4461, 10 ,,
period1,sc01,t4462, 10 ,,
period1,sc01,t4463, 10 ,,
period1,sc01,t4464, 10 ,,
period1,sc01,t4465, 10 ,,
period1,sc01,t4466, 10 ,,
period1,sc01,t4467, 10 ,,
period1,sc01,t4468, 10 ,,
period1,sc01,t4469, 10 ,,
period1,sc01,t4470, 10 ,,
period1,sc01,t4471, 10 ,,
period1,sc01,t4472, 10 ,,
period1,sc01,t4473, 10 ,,
period1,sc01,t4474, 10 ,,
period1,sc01,t4475, 10 ,,
period1,sc01,t4476, 10 ,,
period1,sc01,t4477, 10 ,,
period1,sc01,t4478, 10 ,,
period1,sc01,t4479, 10 ,,
period1,sc01,t4480, 10 ,,
period1,sc01,t4481, 10 ,,
period1,sc01,t4482, 10 ,,
period1,sc01,t4483, 10 ,,
period1,sc01,t4484, 10 ,,
period1,sc01,t4485, 10 ,,
period1,sc01,t4486, 10 ,,
period1,sc01,t4487, 10 ,,
period1,sc01,t4488, 10 ,,
period1,sc01,t4489, 10 ,,
period1,sc01,t4490, 10 ,,
period1,sc01,t4491, 10 ,,
period1,sc01,t4492, 10 ,,
period1,sc01,t4493, 10 ,,
period1,sc01,t4494, 10 ,,
period1,sc01,t4495, 10 ,,
period1,sc01,t4496, 35 ,,
period1,sc01,t4497, 10 ,,
period1,sc01,t4498, 10 ,,
period1,sc01,t4499, 10 ,,
period1,sc01,t4500, 10 ,,
period1,sc01,t4501, 10 ,,
period1,sc01,t4502, 10 ,,
period1,sc01,t4503, 10 ,,
period1,sc01,t4504, 10 ,,
period1,sc01,t4505, 25 ,,
period1,sc01,t4506, 10 ,,
period1,sc01,t4507, 10 ,,
period1,sc01,t4508, 10 ,,
period1,sc01,t4509, 10 ,,
period1,sc01,t4510, 10 ,,
period1,sc01,t4511, 10 ,,
period1,sc01,t4512, 10 ,,
period1,sc01,t4513, 10 ,,
period1,sc01,t4514, 10 ,,
period1,sc01,t4515, 10 ,,
period1,sc01,t4516, 10 ,,
period1,sc01,t4517, 10 ,,
period1,sc01,t4518, 10 ,,
period1,sc01,t4519, 35 ,,
period1,sc01,t4520, 10 ,,
period1,sc01,t4521, 10 ,,
period1,sc01,t4522, 10 ,,
period1,sc01,t4523, 10 ,,
period1,sc01,t4524, 10 ,,
period1,sc01,t4525, 10 ,,
period1,sc01,t4526, 10 ,,
period1,sc01,t4527, 10 ,,
period1,sc01,t4528, 10 ,,
period1,sc01,t4529, 10 ,,
period1,sc01,t4530, 10 ,,
period1,sc01,t4531, 25 ,,
period1,sc01,t4532, 10 ,,
period1,sc01,t4533, 10 ,,
period1,sc01,t4534, 10 ,,
period1,sc01,t4535, 10 ,,
period1,sc01,t4536, 10 ,,
period1,sc01,t4537, 10 ,,
period1,sc01,t4538, 10 ,,
period1,sc01,t4539, 10 ,,
period1,sc01,t4540, 10 ,,
period1,sc01,t4541, 10 ,,
period1,sc01,t4542, 10 ,,
period1,sc01,t4543, 10 ,,
period1,sc01,t4544, 10 ,,
period1,sc01,t4545, 35 ,,
period1,sc01,t4546, 10 ,,
period1,sc01,t4547, 10 ,,
period1,sc01,t4548, 10 ,,
period1,sc01,t4549, 10 ,,
period1,sc01,t4550, 10 ,,
period1,sc01,t4551, 10 ,,
period1,sc01,t4552, 10 ,,
period1,sc01,t4553, 10 ,,
period1,sc01,t4554, 10 ,,
period1,sc01,t4555, 25 ,,
period1,sc01,t4556, 10 ,,
period1,sc01,t4557, 10 ,,
period1,sc01,t4558, 10 ,,
period1,sc01,t4559, 10 ,,
period1,sc01,t4560, 10 ,,
period1,sc01,t4561, 10 ,,
period1,sc01,t4562, 10 ,,
period1,sc01,t4563, 10 ,,
period1,sc01,t4564, 10 ,,
period1,sc01,t4565, 10 ,,
period1,sc01,t4566, 10 ,,
period1,sc01,t4567, 10 ,,
period1,sc01,t4568, 10 ,,
period1,sc01,t4569, 10 ,,
period1,sc01,t4570, 30 ,,
period1,sc01,t4571, 10 ,,
period1,sc01,t4572, 10 ,,
period1,sc01,t4573, 10 ,,
period1,sc01,t4574, 10 ,,
period1,sc01,t4575, 10 ,,
period1,sc01,t4576, 10 ,,
period1,sc01,t4577, 10 ,,
period1,sc01,t4578, 10 ,,
period1,sc01,t4579, 25 ,,
period1,sc01,t4580, 10 ,,
period1,sc01,t4581, 10 ,,
period1,sc01,t4582, 10 ,,
period1,sc01,t4583, 10 ,,
period1,sc01,t4584, 10 ,,
period1,sc01,t4585, 10 ,,
period1,sc01,t4586, 10 ,,
period1,sc01,t4587, 10 ,,
period1,sc01,t4588, 10 ,,
period1,sc01,t4589, 10 ,,
period1,sc01,t4590, 10 ,,
period1,sc01,t4591, 30 ,,
period1,sc01,t4592, 10 ,,
period1,sc01,t4593, 10 ,,
period1,sc01,t4594, 10 ,,
period1,sc01,t4595, 10 ,,
period1,sc01,t4596, 10 ,,
period1,sc01,t4597, 10 ,,
period1,sc01,t4598, 10 ,,
period1,sc01,t4599, 10 ,,
period1,sc01,t4600, 10 ,,
period1,sc01,t4601, 10 ,,
period1,sc01,t4602, 10 ,,
period1,sc01,t4603, 10 ,,
period1,sc01,t4604, 25 ,,
period1,sc01,t4605, 10 ,,
period1,sc01,t4606, 10 ,,
period1,sc01,t4607, 10 ,,
period1,sc01,t4608, 10 ,,
period1,sc01,t4609, 10 ,,
period1,sc01,t4610, 10 ,,
period1,sc01,t4611, 10 ,,
period1,sc01,t4612, 10 ,,
period1,sc01,t4613, 10 ,,
period1,sc01,t4614, 10 ,,
period1,sc01,t4615, 10 ,,
period1,sc01,t4616, 10 ,,
period1,sc01,t4617, 10 ,,
period1,sc01,t4618, 10 ,,
period1,sc01,t4619, 10 ,,
period1,sc01,t4620, 10 ,,
period1,sc01,t4621, 10 ,,
period1,sc01,t4622, 10 ,,
period1,sc01,t4623, 10 ,,
period1,sc01,t4624, 10 ,,
period1,sc01,t4625, 10 ,,
period1,sc01,t4626, 10 ,,
period1,sc01,t4627, 10 ,,
period1,sc01,t4628, 10 ,,
period1,sc01,t4629, 10 ,,
period1,sc01,t4630, 10 ,,
period1,sc01,t4631, 10 ,,
period1,sc01,t4632, 10 ,,
period1,sc01,t4633, 10 ,,
period1,sc01,t4634, 10 ,,
period1,sc01,t4635, 10 ,,
period1,sc01,t4636, 10 ,,
period1,sc01,t4637, 10 ,,
period1,sc01,t4638, 10 ,,
period1,sc01,t4639, 10 ,,
period1,sc01,t4640, 10 ,,
period1,sc01,t4641, 10 ,,
period1,sc01,t4642, 10 ,,
period1,sc01,t4643, 10 ,,
period1,sc01,t4644, 10 ,,
period1,sc01,t4645, 10 ,,
period1,sc01,t4646, 10 ,,
period1,sc01,t4647, 10 ,,
period1,sc01,t4648, 10 ,,
period1,sc01,t4649, 10 ,,
period1,sc01,t4650, 10 ,,
period1,sc01,t4651, 10 ,,
period1,sc01,t4652, 10 ,,
period1,sc01,t4653, 10 ,,
period1,sc01,t4654, 10 ,,
period1,sc01,t4655, 10 ,,
period1,sc01,t4656, 10 ,,
period1,sc01,t4657, 10 ,,
period1,sc01,t4658, 10 ,,
period1,sc01,t4659, 10 ,,
period1,sc01,t4660, 10 ,,
period1,sc01,t4661, 10 ,,
period1,sc01,t4662, 10 ,,
period1,sc01,t4663, 10 ,,
period1,sc01,t4664, 10 ,,
period1,sc01,t4665, 10 ,,
period1,sc01,t4666, 30 ,,
period1,sc01,t4667, 10 ,,
period1,sc01,t4668, 10 ,,
period1,sc01,t4669, 10 ,,
period1,sc01,t4670, 10 ,,
period1,sc01,t4671, 10 ,,
period1,sc01,t4672, 10 ,,
period1,sc01,t4673, 10 ,,
period1,sc01,t4674, 25 ,,
period1,sc01,t4675, 10 ,,
period1,sc01,t4676, 10 ,,
period1,sc01,t4677, 10 ,,
period1,sc01,t4678, 10 ,,
period1,sc01,t4679, 10 ,,
period1,sc01,t4680, 10 ,,
period1,sc01,t4681, 10 ,,
period1,sc01,t4682, 10 ,,
period1,sc01,t4683, 10 ,,
period1,sc01,t4684, 10 ,,
period1,sc01,t4685, 10 ,,
period1,sc01,t4686, 10 ,,
period1,sc01,t4687, 35 ,,
period1,sc01,t4688, 10 ,,
period1,sc01,t4689, 10 ,,
period1,sc01,t4690, 10 ,,
period1,sc01,t4691, 10 ,,
period1,sc01,t4692, 10 ,,
period1,sc01,t4693, 10 ,,
period1,sc01,t4694, 10 ,,
period1,sc01,t4695, 10 ,,
period1,sc01,t4696, 25 ,,
period1,sc01,t4697, 10 ,,
period1,sc01,t4698, 10 ,,
period1,sc01,t4699, 10 ,,
period1,sc01,t4700, 10 ,,
period1,sc01,t4701, 10 ,,
period1,sc01,t4702, 10 ,,
period1,sc01,t4703, 10 ,,
period1,sc01,t4704, 10 ,,
period1,sc01,t4705, 10 ,,
period1,sc01,t4706, 10 ,,
period1,sc01,t4707, 10 ,,
period1,sc01,t4708, 10 ,,
period1,sc01,t4709, 10 ,,
period1,sc01,t4710, 10 ,,
period1,sc01,t4711, 10 ,,
period1,sc01,t4712, 35 ,,
period1,sc01,t4713, 10 ,,
period1,sc01,t4714, 10 ,,
period1,sc01,t4715, 10 ,,
period1,sc01,t4716, 10 ,,
period1,sc01,t4717, 10 ,,
period1,sc01,t4718, 10 ,,
period1,sc01,t4719, 10 ,,
period1,sc01,t4720, 10 ,,
period1,sc01,t4721, 10 ,,
period1,sc01,t4722, 25 ,,
period1,sc01,t4723, 10 ,,
period1,sc01,t4724, 10 ,,
period1,sc01,t4725, 10 ,,
period1,sc01,t4726, 10 ,,
period1,sc01,t4727, 10 ,,
period1,sc01,t4728, 10 ,,
period1,sc01,t4729, 10 ,,
period1,sc01,t4730, 10 ,,
period1,sc01,t4731, 10 ,,
period1,sc01,t4732, 10 ,,
period1,sc01,t4733, 10 ,,
period1,sc01,t4734, 10 ,,
period1,sc01,t4735, 10 ,,
period1,sc01,t4736, 10 ,,
period1,sc01,t4737, 30 ,,
period1,sc01,t4738, 10 ,,
period1,sc01,t4739, 10 ,,
period1,sc01,t4740, 10 ,,
period1,sc01,t4741, 10 ,,
period1,sc01,t4742, 10 ,,
period1,sc01,t4743, 10 ,,
period1,sc01,t4744, 10 ,,
period1,sc01,t4745, 10 ,,
period1,sc01,t4746, 10 ,,
period1,sc01,t4747, 25 ,,
period1,sc01,t4748, 10 ,,
period1,sc01,t4749, 10 ,,
period1,sc01,t4750, 10 ,,
period1,sc01,t4751, 10 ,,
period1,sc01,t4752, 10 ,,
period1,sc01,t4753, 10 ,,
period1,sc01,t4754, 10 ,,
period1,sc01,t4755, 10 ,,
period1,sc01,t4756, 10 ,,
period1,sc01,t4757, 10 ,,
period1,sc01,t4758, 10 ,,
period1,sc01,t4759, 10 ,,
period1,sc01,t4760, 30 ,,
period1,sc01,t4761, 10 ,,
period1,sc01,t4762, 10 ,,
period1,sc01,t4763, 10 ,,
period1,sc01,t4764, 10 ,,
period1,sc01,t4765, 10 ,,
period1,sc01,t4766, 10 ,,
period1,sc01,t4767, 10 ,,
period1,sc01,t4768, 10 ,,
period1,sc01,t4769, 25 ,,
period1,sc01,t4770, 10 ,,
period1,sc01,t4771, 10 ,,
period1,sc01,t4772, 10 ,,
period1,sc01,t4773, 10 ,,
period1,sc01,t4774, 10 ,,
period1,sc01,t4775, 10 ,,
period1,sc01,t4776, 10 ,,
period1,sc01,t4777, 10 ,,
period1,sc01,t4778, 10 ,,
period1,sc01,t4779, 10 ,,
period1,sc01,t4780, 10 ,,
period1,sc01,t4781, 10 ,,
period1,sc01,t4782, 10 ,,
period1,sc01,t4783, 10 ,,
period1,sc01,t4784, 10 ,,
period1,sc01,t4785, 10 ,,
period1,sc01,t4786, 10 ,,
period1,sc01,t4787, 10 ,,
period1,sc01,t4788, 10 ,,
period1,sc01,t4789, 10 ,,
period1,sc01,t4790, 10 ,,
period1,sc01,t4791, 10 ,,
period1,sc01,t4792, 10 ,,
period1,sc01,t4793, 10 ,,
period1,sc01,t4794, 10 ,,
period1,sc01,t4795, 10 ,,
period1,sc01,t4796, 10 ,,
period1,sc01,t4797, 10 ,,
period1,sc01,t4798, 10 ,,
period1,sc01,t4799, 10 ,,
period1,sc01,t4800, 10 ,,
period1,sc01,t4801, 10 ,,
period1,sc01,t4802, 10 ,,
period1,sc01,t4803, 10 ,,
period1,sc01,t4804, 10 ,,
period1,sc01,t4805, 10 ,,
period1,sc01,t4806, 10 ,,
period1,sc01,t4807, 10 ,,
period1,sc01,t4808, 10 ,,
period1,sc01,t4809, 35 ,,
period1,sc01,t4810, 10 ,,
period1,sc01,t4811, 10 ,,
period1,sc01,t4812, 10 ,,
period1,sc01,t4813, 10 ,,
period1,sc01,t4814, 10 ,,
period1,sc01,t4815, 10 ,,
period1,sc01,t4816, 10 ,,
period1,sc01,t4817, 10 ,,
period1,sc01,t4818, 10 ,,
period1,sc01,t4819, 10 ,,
period1,sc01,t4820, 10 ,,
period1,sc01,t4821, 10 ,,
period1,sc01,t4822, 10 ,,
period1,sc01,t4823, 10 ,,
period1,sc01,t4824, 10 ,,
period1,sc01,t4825, 10 ,,
period1,sc01,t4826, 10 ,,
period1,sc01,t4827, 10 ,,
period1,sc01,t4828, 10 ,,
period1,sc01,t4829, 10 ,,
period1,sc01,t4830, 10 ,,
period1,sc01,t4831, 10 ,,
period1,sc01,t4832, 10 ,,
period1,sc01,t4833, 10 ,,
period1,sc01,t4834, 10 ,,
period1,sc01,t4835, 10 ,,
period1,sc01,t4836, 10 ,,
period1,sc01,t4837, 10 ,,
period1,sc01,t4838, 10 ,,
period1,sc01,t4839, 10 ,,
period1,sc01,t4840, 25 ,,
period1,sc01,t4841, 10 ,,
period1,sc01,t4842, 10 ,,
period1,sc01,t4843, 10 ,,
period1,sc01,t4844, 10 ,,
period1,sc01,t4845, 10 ,,
period1,sc01,t4846, 10 ,,
period1,sc01,t4847, 10 ,,
period1,sc01,t4848, 10 ,,
period1,sc01,t4849, 10 ,,
period1,sc01,t4850, 10 ,,
period1,sc01,t4851, 10 ,,
period1,sc01,t4852, 10 ,,
period1,sc01,t4853, 10 ,,
period1,sc01,t4854, 10 ,,
period1,sc01,t4855, 10 ,,
period1,sc01,t4856, 30 ,,
period1,sc01,t4857, 10 ,,
period1,sc01,t4858, 10 ,,
period1,sc01,t4859, 10 ,,
period1,sc01,t4860, 10 ,,
period1,sc01,t4861, 10 ,,
period1,sc01,t4862, 10 ,,
period1,sc01,t4863, 10 ,,
period1,sc01,t4864, 10 ,,
period1,sc01,t4865, 10 ,,
period1,sc01,t4866, 25 ,,
period1,sc01,t4867, 10 ,,
period1,sc01,t4868, 10 ,,
