,,,EV_01,AEL_01,PEMEL_01
period1,sc01,t4286, 1.7990094 ,,
period1,sc01,t4287, 1.7990094 ,,
period1,sc01,t4288, 1.7990094 ,,
period1,sc01,t4289, 1.7990094 ,,
period1,sc01,t4290, 1.7990094 ,,
period1,sc01,t4291, 0 ,,
period1,sc01,t4292, 0 ,,
period1,sc01,t4293, 0 ,,
period1,sc01,t4294, 0 ,,
period1,sc01,t4295, 0 ,,
period1,sc01,t4296, 0 ,,
period1,sc01,t4297, 0 ,,
period1,sc01,t4298, 0 ,,
period1,sc01,t4299, 0 ,,
period1,sc01,t4300, 0 ,,
period1,sc01,t4301, 0 ,,
period1,sc01,t4302, 0 ,,
period1,sc01,t4303, 0 ,,
period1,sc01,t4304, 1.207858065 ,,
period1,sc01,t4305, 1.207858065 ,,
period1,sc01,t4306, 1.207858065 ,,
period1,sc01,t4307, 1.207858065 ,,
period1,sc01,t4308, 1.207858065 ,,
period1,sc01,t4309, 1.207858065 ,,
period1,sc01,t4310, 1.207858065 ,,
period1,sc01,t4311, 1.207858065 ,,
period1,sc01,t4312, 0 ,,
period1,sc01,t4313, 0 ,,
period1,sc01,t4314, 0 ,,
period1,sc01,t4315, 0 ,,
period1,sc01,t4316, 0 ,,
period1,sc01,t4317, 0 ,,
period1,sc01,t4318, 0 ,,
period1,sc01,t4319, 0 ,,
period1,sc01,t4320, 0 ,,
period1,sc01,t4321, 0 ,,
period1,sc01,t4322, 0 ,,
period1,sc01,t4323, 0 ,,
period1,sc01,t4324, 0 ,,
period1,sc01,t4325, 0 ,,
period1,sc01,t4326, 0 ,,
period1,sc01,t4327, 0 ,,
period1,sc01,t4328, 0 ,,
period1,sc01,t4329, 0 ,,
period1,sc01,t4330, 0.9249955575 ,,
period1,sc01,t4331, 0.9249955575 ,,
period1,sc01,t4332, 0.9249955575 ,,
period1,sc01,t4333, 0.9249955575 ,,
period1,sc01,t4334, 0.9249955575 ,,
period1,sc01,t4335, 0.9249955575 ,,
period1,sc01,t4336, 0.9249955575 ,,
period1,sc01,t4337, 0.9249955575 ,,
period1,sc01,t4338, 0 ,,
period1,sc01,t4339, 0 ,,
period1,sc01,t4340, 0 ,,
period1,sc01,t4341, 0 ,,
period1,sc01,t4342, 0 ,,
period1,sc01,t4343, 0 ,,
period1,sc01,t4344, 0 ,,
period1,sc01,t4345, 0 ,,
period1,sc01,t4346, 0 ,,
period1,sc01,t4347, 0 ,,
period1,sc01,t4348, 0 ,,
period1,sc01,t4349, 0 ,,
period1,sc01,t4350, 0 ,,
period1,sc01,t4351, 0 ,,
period1,sc01,t4352, 1.149279618 ,,
period1,sc01,t4353, 1.149279618 ,,
period1,sc01,t4354, 1.149279618 ,,
period1,sc01,t4355, 1.149279618 ,,
period1,sc01,t4356, 1.149279618 ,,
period1,sc01,t4357, 1.149279618 ,,
period1,sc01,t4358, 1.149279618 ,,
period1,sc01,t4359, 1.149279618 ,,
period1,sc01,t4360, 0 ,,
period1,sc01,t4361, 0 ,,
period1,sc01,t4362, 0 ,,
period1,sc01,t4363, 0 ,,
period1,sc01,t4364, 0 ,,
period1,sc01,t4365, 0 ,,
period1,sc01,t4366, 0 ,,
period1,sc01,t4367, 0 ,,
period1,sc01,t4368, 0 ,,
period1,sc01,t4369, 0 ,,
period1,sc01,t4370, 0 ,,
period1,sc01,t4371, 0 ,,
period1,sc01,t4372, 0 ,,
period1,sc01,t4373, 0 ,,
period1,sc01,t4374, 0 ,,
period1,sc01,t4375, 0 ,,
period1,sc01,t4376, 1.0549885275 ,,
period1,sc01,t4377, 1.0549885275 ,,
period1,sc01,t4378, 1.0549885275 ,,
period1,sc01,t4379, 1.0549885275 ,,
period1,sc01,t4380, 1.0549885275 ,,
period1,sc01,t4381, 1.0549885275 ,,
period1,sc01,t4382, 1.0549885275 ,,
period1,sc01,t4383, 1.0549885275 ,,
period1,sc01,t4384, 1.0549885275 ,,
period1,sc01,t4385, 1.0549885275 ,,
period1,sc01,t4386, 1.0549885275 ,,
period1,sc01,t4387, 0 ,,
period1,sc01,t4388, 0 ,,
period1,sc01,t4389, 0 ,,
period1,sc01,t4390, 0 ,,
period1,sc01,t4391, 0 ,,
period1,sc01,t4392, 0 ,,
period1,sc01,t4393, 0 ,,
period1,sc01,t4394, 0 ,,
period1,sc01,t4395, 0 ,,
period1,sc01,t4396, 0 ,,
period1,sc01,t4397, 0 ,,
period1,sc01,t4398, 0 ,,
period1,sc01,t4399, 0 ,,
period1,sc01,t4400, 0 ,,
period1,sc01,t4401, 0 ,,
period1,sc01,t4402, 3.117120609 ,,
period1,sc01,t4403, 3.117120609 ,,
period1,sc01,t4404, 3.117120609 ,,
period1,sc01,t4405, 3.117120609 ,,
period1,sc01,t4406, 3.117120609 ,,
period1,sc01,t4407, 3.117120609 ,,
period1,sc01,t4408, 3.117120609 ,,
period1,sc01,t4409, 3.117120609 ,,
period1,sc01,t4410, 0 ,,
period1,sc01,t4411, 0 ,,
period1,sc01,t4412, 0 ,,
period1,sc01,t4413, 0 ,,
period1,sc01,t4414, 0 ,,
period1,sc01,t4415, 0 ,,
period1,sc01,t4416, 0 ,,
period1,sc01,t4417, 0 ,,
period1,sc01,t4418, 0 ,,
period1,sc01,t4419, 0 ,,
period1,sc01,t4420, 0 ,,
period1,sc01,t4421, 0 ,,
period1,sc01,t4422, 0 ,,
period1,sc01,t4423, 0 ,,
period1,sc01,t4424, 0.6723575295 ,,
period1,sc01,t4425, 0.6723575295 ,,
period1,sc01,t4426, 0.6723575295 ,,
period1,sc01,t4427, 0.6723575295 ,,
period1,sc01,t4428, 0.6723575295 ,,
period1,sc01,t4429, 0.6723575295 ,,
period1,sc01,t4430, 0.6723575295 ,,
period1,sc01,t4431, 0.6723575295 ,,
period1,sc01,t4432, 0.6723575295 ,,
period1,sc01,t4433, 0 ,,
period1,sc01,t4434, 0 ,,
period1,sc01,t4435, 0 ,,
period1,sc01,t4436, 0 ,,
period1,sc01,t4437, 0 ,,
period1,sc01,t4438, 0 ,,
period1,sc01,t4439, 0 ,,
period1,sc01,t4440, 0 ,,
period1,sc01,t4441, 0 ,,
period1,sc01,t4442, 0 ,,
period1,sc01,t4443, 0 ,,
period1,sc01,t4444, 0 ,,
period1,sc01,t4445, 0 ,,
period1,sc01,t4446, 0 ,,
period1,sc01,t4447, 0 ,,
period1,sc01,t4448, 1.0307449335 ,,
period1,sc01,t4449, 1.0307449335 ,,
period1,sc01,t4450, 1.0307449335 ,,
period1,sc01,t4451, 1.0307449335 ,,
period1,sc01,t4452, 1.0307449335 ,,
period1,sc01,t4453, 1.0307449335 ,,
period1,sc01,t4454, 1.0307449335 ,,
period1,sc01,t4455, 1.0307449335 ,,
period1,sc01,t4456, 1.0307449335 ,,
period1,sc01,t4457, 0 ,,
period1,sc01,t4458, 0 ,,
period1,sc01,t4459, 0 ,,
period1,sc01,t4460, 0 ,,
period1,sc01,t4461, 0 ,,
period1,sc01,t4462, 0 ,,
period1,sc01,t4463, 0 ,,
period1,sc01,t4464, 0 ,,
period1,sc01,t4465, 0 ,,
period1,sc01,t4466, 0 ,,
period1,sc01,t4467, 0 ,,
period1,sc01,t4468, 0 ,,
period1,sc01,t4469, 0 ,,
period1,sc01,t4470, 0 ,,
period1,sc01,t4471, 0 ,,
period1,sc01,t4472, 1.0762207965 ,,
period1,sc01,t4473, 1.0762207965 ,,
period1,sc01,t4474, 1.0762207965 ,,
period1,sc01,t4475, 1.0762207965 ,,
period1,sc01,t4476, 1.0762207965 ,,
period1,sc01,t4477, 1.0762207965 ,,
period1,sc01,t4478, 1.0762207965 ,,
period1,sc01,t4479, 1.0762207965 ,,
period1,sc01,t4480, 1.0762207965 ,,
period1,sc01,t4481, 1.0762207965 ,,
period1,sc01,t4482, 0 ,,
period1,sc01,t4483, 0 ,,
period1,sc01,t4484, 0 ,,
period1,sc01,t4485, 0 ,,
period1,sc01,t4486, 0 ,,
period1,sc01,t4487, 0 ,,
period1,sc01,t4488, 0 ,,
period1,sc01,t4489, 0 ,,
period1,sc01,t4490, 0 ,,
period1,sc01,t4491, 0 ,,
period1,sc01,t4492, 0 ,,
period1,sc01,t4493, 0 ,,
period1,sc01,t4494, 0 ,,
period1,sc01,t4495, 1.083076143 ,,
period1,sc01,t4496, 1.083076143 ,,
period1,sc01,t4497, 1.083076143 ,,
period1,sc01,t4498, 1.083076143 ,,
period1,sc01,t4499, 1.083076143 ,,
period1,sc01,t4500, 1.083076143 ,,
period1,sc01,t4501, 1.083076143 ,,
period1,sc01,t4502, 1.083076143 ,,
period1,sc01,t4503, 1.083076143 ,,
period1,sc01,t4504, 1.083076143 ,,
period1,sc01,t4505, 1.083076143 ,,
period1,sc01,t4506, 0 ,,
period1,sc01,t4507, 0 ,,
period1,sc01,t4508, 0 ,,
period1,sc01,t4509, 0 ,,
period1,sc01,t4510, 0 ,,
period1,sc01,t4511, 0 ,,
period1,sc01,t4512, 0 ,,
period1,sc01,t4513, 0 ,,
period1,sc01,t4514, 0 ,,
period1,sc01,t4515, 0 ,,
period1,sc01,t4516, 0 ,,
period1,sc01,t4517, 0 ,,
period1,sc01,t4518, 0 ,,
period1,sc01,t4519, 0 ,,
period1,sc01,t4520, 0.3903247485 ,,
period1,sc01,t4521, 0.3903247485 ,,
period1,sc01,t4522, 0.3903247485 ,,
period1,sc01,t4523, 0.3903247485 ,,
period1,sc01,t4524, 0.3903247485 ,,
period1,sc01,t4525, 0.3903247485 ,,
period1,sc01,t4526, 0.3903247485 ,,
period1,sc01,t4527, 0.3903247485 ,,
period1,sc01,t4528, 0.3903247485 ,,
period1,sc01,t4529, 0 ,,
period1,sc01,t4530, 0 ,,
period1,sc01,t4531, 0 ,,
period1,sc01,t4532, 0 ,,
period1,sc01,t4533, 0 ,,
period1,sc01,t4534, 0 ,,
period1,sc01,t4535, 0 ,,
period1,sc01,t4536, 0 ,,
period1,sc01,t4537, 0 ,,
period1,sc01,t4538, 0 ,,
period1,sc01,t4539, 0 ,,
period1,sc01,t4540, 0 ,,
period1,sc01,t4541, 0 ,,
period1,sc01,t4542, 0 ,,
period1,sc01,t4543, 0 ,,
period1,sc01,t4544, 0 ,,
period1,sc01,t4545, 0.699933057 ,,
period1,sc01,t4546, 0.699933057 ,,
period1,sc01,t4547, 0.699933057 ,,
period1,sc01,t4548, 0.699933057 ,,
period1,sc01,t4549, 0.699933057 ,,
period1,sc01,t4550, 0.699933057 ,,
period1,sc01,t4551, 0.699933057 ,,
period1,sc01,t4552, 0.699933057 ,,
period1,sc01,t4553, 0 ,,
period1,sc01,t4554, 0 ,,
period1,sc01,t4555, 0 ,,
period1,sc01,t4556, 0 ,,
period1,sc01,t4557, 0 ,,
period1,sc01,t4558, 0 ,,
period1,sc01,t4559, 0 ,,
period1,sc01,t4560, 0 ,,
period1,sc01,t4561, 0 ,,
period1,sc01,t4562, 0 ,,
period1,sc01,t4563, 0 ,,
period1,sc01,t4564, 0 ,,
period1,sc01,t4565, 0 ,,
period1,sc01,t4566, 0 ,,
period1,sc01,t4567, 0.8800502355 ,,
period1,sc01,t4568, 0.8800502355 ,,
period1,sc01,t4569, 0.8800502355 ,,
period1,sc01,t4570, 0.8800502355 ,,
period1,sc01,t4571, 0.8800502355 ,,
period1,sc01,t4572, 0.8800502355 ,,
period1,sc01,t4573, 0.8800502355 ,,
period1,sc01,t4574, 0.8800502355 ,,
period1,sc01,t4575, 0.8800502355 ,,
period1,sc01,t4576, 0.8800502355 ,,
period1,sc01,t4577, 0.8800502355 ,,
period1,sc01,t4578, 0 ,,
period1,sc01,t4579, 0 ,,
period1,sc01,t4580, 0 ,,
period1,sc01,t4581, 0 ,,
period1,sc01,t4582, 0 ,,
period1,sc01,t4583, 0 ,,
period1,sc01,t4584, 0 ,,
period1,sc01,t4585, 0 ,,
period1,sc01,t4586, 0 ,,
period1,sc01,t4587, 0 ,,
period1,sc01,t4588, 0 ,,
period1,sc01,t4589, 0 ,,
period1,sc01,t4590, 0 ,,
period1,sc01,t4591, 2.2790410305 ,,
period1,sc01,t4592, 2.2790410305 ,,
period1,sc01,t4593, 2.2790410305 ,,
period1,sc01,t4594, 2.2790410305 ,,
period1,sc01,t4595, 2.2790410305 ,,
period1,sc01,t4596, 2.2790410305 ,,
period1,sc01,t4597, 2.2790410305 ,,
period1,sc01,t4598, 2.2790410305 ,,
period1,sc01,t4599, 2.2790410305 ,,
period1,sc01,t4600, 2.2790410305 ,,
period1,sc01,t4601, 0 ,,
period1,sc01,t4602, 0 ,,
period1,sc01,t4603, 0 ,,
period1,sc01,t4604, 0 ,,
period1,sc01,t4605, 0 ,,
period1,sc01,t4606, 0 ,,
period1,sc01,t4607, 0 ,,
period1,sc01,t4608, 0 ,,
period1,sc01,t4609, 0 ,,
period1,sc01,t4610, 0 ,,
period1,sc01,t4611, 0 ,,
period1,sc01,t4612, 0 ,,
period1,sc01,t4613, 0 ,,
period1,sc01,t4614, 0 ,,
period1,sc01,t4615, 2.07651513 ,,
period1,sc01,t4616, 2.07651513 ,,
period1,sc01,t4617, 2.07651513 ,,
period1,sc01,t4618, 2.07651513 ,,
period1,sc01,t4619, 2.07651513 ,,
period1,sc01,t4620, 2.07651513 ,,
period1,sc01,t4621, 2.07651513 ,,
period1,sc01,t4622, 2.07651513 ,,
period1,sc01,t4623, 2.07651513 ,,
period1,sc01,t4624, 2.07651513 ,,
period1,sc01,t4625, 0 ,,
period1,sc01,t4626, 0 ,,
period1,sc01,t4627, 0 ,,
period1,sc01,t4628, 0 ,,
period1,sc01,t4629, 0 ,,
period1,sc01,t4630, 0 ,,
period1,sc01,t4631, 0 ,,
period1,sc01,t4632, 0 ,,
period1,sc01,t4633, 0 ,,
period1,sc01,t4634, 0 ,,
period1,sc01,t4635, 0 ,,
period1,sc01,t4636, 0 ,,
period1,sc01,t4637, 0 ,,
period1,sc01,t4638, 0 ,,
period1,sc01,t4639, 0 ,,
period1,sc01,t4640, 0 ,,
period1,sc01,t4641, 0 ,,
period1,sc01,t4642, 1.700593419 ,,
period1,sc01,t4643, 1.700593419 ,,
period1,sc01,t4644, 1.700593419 ,,
period1,sc01,t4645, 1.700593419 ,,
period1,sc01,t4646, 1.700593419 ,,
period1,sc01,t4647, 1.700593419 ,,
period1,sc01,t4648, 1.700593419 ,,
period1,sc01,t4649, 1.700593419 ,,
period1,sc01,t4650, 0 ,,
period1,sc01,t4651, 0 ,,
period1,sc01,t4652, 0 ,,
period1,sc01,t4653, 0 ,,
period1,sc01,t4654, 0 ,,
period1,sc01,t4655, 0 ,,
period1,sc01,t4656, 0 ,,
period1,sc01,t4657, 0 ,,
period1,sc01,t4658, 0 ,,
period1,sc01,t4659, 0 ,,
period1,sc01,t4660, 0 ,,
period1,sc01,t4661, 0 ,,
period1,sc01,t4662, 0 ,,
period1,sc01,t4663, 2.75868726 ,,
period1,sc01,t4664, 2.75868726 ,,
period1,sc01,t4665, 2.75868726 ,,
period1,sc01,t4666, 2.75868726 ,,
period1,sc01,t4667, 2.75868726 ,,
period1,sc01,t4668, 2.75868726 ,,
period1,sc01,t4669, 2.75868726 ,,
period1,sc01,t4670, 2.75868726 ,,
period1,sc01,t4671, 2.75868726 ,,
period1,sc01,t4672, 0 ,,
period1,sc01,t4673, 0 ,,
period1,sc01,t4674, 0 ,,
period1,sc01,t4675, 0 ,,
period1,sc01,t4676, 0 ,,
period1,sc01,t4677, 0 ,,
period1,sc01,t4678, 0 ,,
period1,sc01,t4679, 0 ,,
period1,sc01,t4680, 0 ,,
period1,sc01,t4681, 0 ,,
period1,sc01,t4682, 0 ,,
period1,sc01,t4683, 0 ,,
period1,sc01,t4684, 0 ,,
period1,sc01,t4685, 0 ,,
period1,sc01,t4686, 0 ,,
period1,sc01,t4687, 0 ,,
period1,sc01,t4688, 0 ,,
period1,sc01,t4689, 2.1147990405 ,,
period1,sc01,t4690, 2.1147990405 ,,
period1,sc01,t4691, 2.1147990405 ,,
period1,sc01,t4692, 2.1147990405 ,,
period1,sc01,t4693, 2.1147990405 ,,
period1,sc01,t4694, 2.1147990405 ,,
period1,sc01,t4695, 2.1147990405 ,,
period1,sc01,t4696, 2.1147990405 ,,
period1,sc01,t4697, 0 ,,
period1,sc01,t4698, 0 ,,
period1,sc01,t4699, 0 ,,
period1,sc01,t4700, 0 ,,
period1,sc01,t4701, 0 ,,
period1,sc01,t4702, 0 ,,
period1,sc01,t4703, 0 ,,
period1,sc01,t4704, 0 ,,
period1,sc01,t4705, 0 ,,
period1,sc01,t4706, 0 ,,
period1,sc01,t4707, 0 ,,
period1,sc01,t4708, 0 ,,
period1,sc01,t4709, 0 ,,
period1,sc01,t4710, 0 ,,
period1,sc01,t4711, 0.367581822 ,,
period1,sc01,t4712, 0.367581822 ,,
period1,sc01,t4713, 0.367581822 ,,
period1,sc01,t4714, 0.367581822 ,,
period1,sc01,t4715, 0.367581822 ,,
period1,sc01,t4716, 0.367581822 ,,
period1,sc01,t4717, 0.367581822 ,,
period1,sc01,t4718, 0.367581822 ,,
period1,sc01,t4719, 0.367581822 ,,
period1,sc01,t4720, 0.367581822 ,,
period1,sc01,t4721, 0.367581822 ,,
period1,sc01,t4722, 0 ,,
period1,sc01,t4723, 0 ,,
period1,sc01,t4724, 0 ,,
period1,sc01,t4725, 0 ,,
period1,sc01,t4726, 0 ,,
period1,sc01,t4727, 0 ,,
period1,sc01,t4728, 0 ,,
period1,sc01,t4729, 0 ,,
period1,sc01,t4730, 0 ,,
period1,sc01,t4731, 0 ,,
period1,sc01,t4732, 0 ,,
period1,sc01,t4733, 0 ,,
period1,sc01,t4734, 0 ,,
period1,sc01,t4735, 0 ,,
period1,sc01,t4736, 0 ,,
period1,sc01,t4737, 0 ,,
period1,sc01,t4738, 0.6396481185 ,,
period1,sc01,t4739, 0.6396481185 ,,
period1,sc01,t4740, 0.6396481185 ,,
period1,sc01,t4741, 0.6396481185 ,,
period1,sc01,t4742, 0.6396481185 ,,
period1,sc01,t4743, 0.6396481185 ,,
period1,sc01,t4744, 0 ,,
period1,sc01,t4745, 0 ,,
period1,sc01,t4746, 0 ,,
period1,sc01,t4747, 0 ,,
period1,sc01,t4748, 0 ,,
period1,sc01,t4749, 0 ,,
period1,sc01,t4750, 0 ,,
period1,sc01,t4751, 0 ,,
period1,sc01,t4752, 0 ,,
period1,sc01,t4753, 0 ,,
period1,sc01,t4754, 0 ,,
period1,sc01,t4755, 0 ,,
period1,sc01,t4756, 0 ,,
period1,sc01,t4757, 0 ,,
period1,sc01,t4758, 0 ,,
period1,sc01,t4759, 0 ,,
period1,sc01,t4760, 0.1463433975 ,,
period1,sc01,t4761, 0.1463433975 ,,
period1,sc01,t4762, 0.1463433975 ,,
period1,sc01,t4763, 0.1463433975 ,,
period1,sc01,t4764, 0.1463433975 ,,
period1,sc01,t4765, 0.1463433975 ,,
period1,sc01,t4766, 0.1463433975 ,,
period1,sc01,t4767, 0.1463433975 ,,
period1,sc01,t4768, 0 ,,
period1,sc01,t4769, 0 ,,
period1,sc01,t4770, 0 ,,
period1,sc01,t4771, 0 ,,
period1,sc01,t4772, 0 ,,
period1,sc01,t4773, 0 ,,
period1,sc01,t4774, 0 ,,
period1,sc01,t4775, 0 ,,
period1,sc01,t4776, 0 ,,
period1,sc01,t4777, 0 ,,
period1,sc01,t4778, 0 ,,
period1,sc01,t4779, 0 ,,
period1,sc01,t4780, 0 ,,
period1,sc01,t4781, 0 ,,
period1,sc01,t4782, 1.4914629135 ,,
period1,sc01,t4783, 1.4914629135 ,,
period1,sc01,t4784, 1.4914629135 ,,
period1,sc01,t4785, 1.4914629135 ,,
period1,sc01,t4786, 1.4914629135 ,,
period1,sc01,t4787, 1.4914629135 ,,
period1,sc01,t4788, 1.4914629135 ,,
period1,sc01,t4789, 1.4914629135 ,,
period1,sc01,t4790, 1.4914629135 ,,
period1,sc01,t4791, 1.4914629135 ,,
period1,sc01,t4792, 1.4914629135 ,,
period1,sc01,t4793, 0 ,,
period1,sc01,t4794, 0 ,,
period1,sc01,t4795, 0 ,,
period1,sc01,t4796, 0 ,,
period1,sc01,t4797, 0 ,,
period1,sc01,t4798, 0 ,,
period1,sc01,t4799, 0 ,,
period1,sc01,t4800, 0 ,,
period1,sc01,t4801, 0 ,,
period1,sc01,t4802, 0 ,,
period1,sc01,t4803, 0 ,,
period1,sc01,t4804, 0 ,,
period1,sc01,t4805, 0 ,,
period1,sc01,t4806, 0 ,,
period1,sc01,t4807, 0 ,,
period1,sc01,t4808, 0 ,,
period1,sc01,t4809, 1.1828964435 ,,
period1,sc01,t4810, 1.1828964435 ,,
period1,sc01,t4811, 1.1828964435 ,,
period1,sc01,t4812, 1.1828964435 ,,
period1,sc01,t4813, 1.1828964435 ,,
period1,sc01,t4814, 1.1828964435 ,,
period1,sc01,t4815, 1.1828964435 ,,
period1,sc01,t4816, 1.1828964435 ,,
period1,sc01,t4817, 0 ,,
period1,sc01,t4818, 0 ,,
period1,sc01,t4819, 0 ,,
period1,sc01,t4820, 0 ,,
period1,sc01,t4821, 0 ,,
period1,sc01,t4822, 0 ,,
period1,sc01,t4823, 0 ,,
period1,sc01,t4824, 0 ,,
period1,sc01,t4825, 0 ,,
period1,sc01,t4826, 0 ,,
period1,sc01,t4827, 0 ,,
period1,sc01,t4828, 0 ,,
period1,sc01,t4829, 0 ,,
period1,sc01,t4830, 0 ,,
period1,sc01,t4831, 0 ,,
period1,sc01,t4832, 1.7389650375 ,,
period1,sc01,t4833, 1.7389650375 ,,
period1,sc01,t4834, 1.7389650375 ,,
period1,sc01,t4835, 1.7389650375 ,,
period1,sc01,t4836, 1.7389650375 ,,
period1,sc01,t4837, 1.7389650375 ,,
period1,sc01,t4838, 1.7389650375 ,,
period1,sc01,t4839, 1.7389650375 ,,
period1,sc01,t4840, 1.7389650375 ,,
period1,sc01,t4841, 1.7389650375 ,,
period1,sc01,t4842, 1.7389650375 ,,
period1,sc01,t4843, 0 ,,
period1,sc01,t4844, 0 ,,
period1,sc01,t4845, 0 ,,
period1,sc01,t4846, 0 ,,
period1,sc01,t4847, 0 ,,
period1,sc01,t4848, 0 ,,
period1,sc01,t4849, 0 ,,
period1,sc01,t4850, 0 ,,
period1,sc01,t4851, 0 ,,
period1,sc01,t4852, 0 ,,
period1,sc01,t4853, 0 ,,
period1,sc01,t4854, 0 ,,
period1,sc01,t4855, 0 ,,
period1,sc01,t4856, 0.4294798425 ,,
period1,sc01,t4857, 0.4294798425 ,,
period1,sc01,t4858, 0.4294798425 ,,
period1,sc01,t4859, 0.4294798425 ,,
period1,sc01,t4860, 0.4294798425 ,,
period1,sc01,t4861, 0.4294798425 ,,
period1,sc01,t4862, 0.4294798425 ,,
period1,sc01,t4863, 0.4294798425 ,,
period1,sc01,t4864, 0.4294798425 ,,
period1,sc01,t4865, 0.4294798425 ,,
period1,sc01,t4866, 0.4294798425 ,,
period1,sc01,t4867, 0.4294798425 ,,
period1,sc01,t4868, 0 ,,
period1,sc01,t4869, 0 ,,
period1,sc01,t4870, 0 ,,
period1,sc01,t4871, 0 ,,
period1,sc01,t4872, 0 ,,
period1,sc01,t4873, 0 ,,
period1,sc01,t4874, 0 ,,
period1,sc01,t4875, 0 ,,
period1,sc01,t4876, 0 ,,
period1,sc01,t4877, 0 ,,
period1,sc01,t4878, 0 ,,
period1,sc01,t4879, 0 ,,
period1,sc01,t4880, 1.3933630785 ,,
period1,sc01,t4881, 1.3933630785 ,,
period1,sc01,t4882, 1.3933630785 ,,
period1,sc01,t4883, 1.3933630785 ,,
period1,sc01,t4884, 1.3933630785 ,,
period1,sc01,t4885, 1.3933630785 ,,
period1,sc01,t4886, 1.3933630785 ,,
period1,sc01,t4887, 1.3933630785 ,,
period1,sc01,t4888, 1.3933630785 ,,
period1,sc01,t4889, 1.3933630785 ,,
period1,sc01,t4890, 1.3933630785 ,,
period1,sc01,t4891, 0 ,,
period1,sc01,t4892, 0 ,,
period1,sc01,t4893, 0 ,,
period1,sc01,t4894, 0 ,,
period1,sc01,t4895, 0 ,,
period1,sc01,t4896, 0 ,,
period1,sc01,t4897, 0 ,,
period1,sc01,t4898, 0 ,,
period1,sc01,t4899, 0 ,,
period1,sc01,t4900, 0 ,,
period1,sc01,t4901, 0 ,,
period1,sc01,t4902, 0 ,,
period1,sc01,t4903, 1.582996752 ,,
period1,sc01,t4904, 1.582996752 ,,
period1,sc01,t4905, 1.582996752 ,,
period1,sc01,t4906, 1.582996752 ,,
period1,sc01,t4907, 1.582996752 ,,
period1,sc01,t4908, 1.582996752 ,,
period1,sc01,t4909, 1.582996752 ,,
period1,sc01,t4910, 1.582996752 ,,
period1,sc01,t4911, 1.582996752 ,,
period1,sc01,t4912, 1.582996752 ,,
period1,sc01,t4913, 1.582996752 ,,
period1,sc01,t4914, 0 ,,
period1,sc01,t4915, 0 ,,
period1,sc01,t4916, 0 ,,
period1,sc01,t4917, 0 ,,
period1,sc01,t4918, 0 ,,
period1,sc01,t4919, 0 ,,
period1,sc01,t4920, 0 ,,
period1,sc01,t4921, 0 ,,
period1,sc01,t4922, 0 ,,
period1,sc01,t4923, 0 ,,
period1,sc01,t4924, 0 ,,
period1,sc01,t4925, 0 ,,
period1,sc01,t4926, 0 ,,
period1,sc01,t4927, 0 ,,
period1,sc01,t4928, 0 ,,
period1,sc01,t4929, 2.819903301 ,,
period1,sc01,t4930, 2.819903301 ,,
period1,sc01,t4931, 2.819903301 ,,
period1,sc01,t4932, 2.819903301 ,,
period1,sc01,t4933, 2.819903301 ,,
period1,sc01,t4934, 2.819903301 ,,
period1,sc01,t4935, 2.819903301 ,,
period1,sc01,t4936, 2.819903301 ,,
period1,sc01,t4937, 2.819903301 ,,
period1,sc01,t4938, 0 ,,
period1,sc01,t4939, 0 ,,
period1,sc01,t4940, 0 ,,
period1,sc01,t4941, 0 ,,
period1,sc01,t4942, 0 ,,
period1,sc01,t4943, 0 ,,
period1,sc01,t4944, 0 ,,
period1,sc01,t4945, 0 ,,
period1,sc01,t4946, 0 ,,
period1,sc01,t4947, 0 ,,
period1,sc01,t4948, 0 ,,
period1,sc01,t4949, 0 ,,
period1,sc01,t4950, 0 ,,
period1,sc01,t4951, 0 ,,
period1,sc01,t4952, 0 ,,
period1,sc01,t4953, 0 ,,
period1,sc01,t4954, 1.070358144 ,,
period1,sc01,t4955, 1.070358144 ,,
period1,sc01,t4956, 1.070358144 ,,
period1,sc01,t4957, 1.070358144 ,,
period1,sc01,t4958, 1.070358144 ,,
period1,sc01,t4959, 1.070358144 ,,
period1,sc01,t4960, 1.070358144 ,,
period1,sc01,t4961, 1.070358144 ,,
period1,sc01,t4962, 1.070358144 ,,
period1,sc01,t4963, 0 ,,
period1,sc01,t4964, 0 ,,
period1,sc01,t4965, 0 ,,
period1,sc01,t4966, 0 ,,
period1,sc01,t4967, 0 ,,
period1,sc01,t4968, 0 ,,
period1,sc01,t4969, 0 ,,
period1,sc01,t4970, 0 ,,
period1,sc01,t4971, 0 ,,
period1,sc01,t4972, 0 ,,
period1,sc01,t4973, 0 ,,
period1,sc01,t4974, 0 ,,
period1,sc01,t4975, 0 ,,
period1,sc01,t4976, 0.2952730305 ,,
period1,sc01,t4977, 0.2952730305 ,,
period1,sc01,t4978, 0.2952730305 ,,
period1,sc01,t4979, 0.2952730305 ,,
period1,sc01,t4980, 0.2952730305 ,,
period1,sc01,t4981, 0.2952730305 ,,
period1,sc01,t4982, 0.2952730305 ,,
period1,sc01,t4983, 0.2952730305 ,,
period1,sc01,t4984, 0.2952730305 ,,
period1,sc01,t4985, 0.2952730305 ,,
period1,sc01,t4986, 0 ,,
period1,sc01,t4987, 0 ,,
period1,sc01,t4988, 0 ,,
period1,sc01,t4989, 0 ,,
period1,sc01,t4990, 0 ,,
period1,sc01,t4991, 0 ,,
